page,code,title,blurb,href
16,33622,Compensation Analyst I,"A Compensation Analyst I, the entry level of this job family, performs moderate to complex professional work that include research, project management of studies that involves typically within a combination of small City agencies in scope and one month target timeframes.  Incumbents receive close supervision from a technical superior.  Employees in this class work a conventional workweek, subject to evening or weekend work as required.  Work is performed in an office where there are few uncomfortable or hazardous working conditions.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/1154425
16,33623,Compensation Analyst II,"A Compensation Analyst II, the full performance level, performs professional work that includes research, project management of studies of multiple-size agencies within one to three months' time perimeters, and resolves problems associated directly with the agencies.  Work of this class may involve assisting less experienced staff, but does not involve full supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior.  Employees in this class work a conventional workweek, subject to evening or weekend work as required.  Work is performed in an office where there are few uncomfortable or hazardous working conditions.  Work requires minimal physical...",/careers/baltimorecity/classspecs/1154432
16,33624,Compensation Analyst III,"A Compensation Analyst III, the senior experienced level, performs complex professional work that includes research, project management of studies of Citywide scope and within annual time perimeters, and resolves problems escalated to the executive ranks.  Work of this class may involve leading professional, paraprofessional and clerical staff, but does not involve full supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek, subject to evening or weekend work as required.  Work is performed in an office where there are few uncomfortable or hazardous working conditions.  Work requires...",/careers/baltimorecity/classspecs/1154435
16,33625,Compensation Manager,"The Compensation Manager directs and coordinates the activities of the classification section in the Classification and Compensation Division of the Department of Human Resources.  The work of this class involves supervising the activities of Compensation Analysts. Incumbents receive managerial supervision from the Division Chief.  Employees in this class work a conventional workweek, subject to evening or weekend work as required.  Work is performed in an office where there are few uncomfortable or hazardous working conditions.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/1152842
17,33132,Computer Operator III,"A Computer Operator III operates and monitors mainframe computers and peripheral equipment. The work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class may be required to work shifts, weekends and holidays. Work is performed in a computer center where there is continuous noise from equipment. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of Computer Operator IV in that it involves no lead work.",/careers/baltimorecity/classspecs/790996
17,33133,Computer Operator IV,"A Computer Operator IV provides work direction and guidance to computer operators. The work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class may be required to work shifts, weekends and holidays. Work is performed in a computer center where there is continuous noise from equipment. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of Computer Operator III in that it involves lead responsibilities.",/careers/baltimorecity/classspecs/790997
17,33135,Computer Operator Supervisor,"A Computer Operator Supervisor plans and manages an assigned computer operations shift. The work of this class involves supervising computer operations personnel. Incumbents receive general supervision from a technical superior. Employees in this class may be required to work shifts, weekends and holidays. Work is performed in a computer center where there is continuous noise from equipment. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/790998
17,53555,Conduit Maintenance Supervisor I,"A Conduit Maintenance Supervisor I oversees the maintenance and repair of underground conduits. Work of this class involves supervising skilled, semi-skilled and laboring personnel. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek, subject to evening, weekend and holiday hours as required on a 24-hour on-call basis. Work is performed outdoors and in conduit trenches where incumbents may be exposed to inclement weather, traffic hazards and high voltage electrical cable. Work requires moderate physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Conduit...",/careers/baltimorecity/classspecs/791002
17,42261,Construction Building Inspector I,"A Construction Building Inspector I conducts on-site inspections of new building construction or renovation projects of lead contaminated residential homes to ensure contract and specification compliance or to conduct energy assessments. Work involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis. Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather conditions. Work requires minimal physical exertion. DISTINGUISHING...",/careers/baltimorecity/classspecs/791004
17,42263,Construction Building Inspector I - DGS,"A Construction Building Inspector I-DGS conducts on-site inspections of new building construction or renovation projects of lead contaminated residential homes to ensure contract and specification compliance or to conduct energy assessments.  Work involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior.   Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis.  Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather conditions.  Work requires minimal physical exertion....",/careers/baltimorecity/classspecs/1221526
17,42262,Construction Building Inspector II,"A Construction Building Inspector II conducts on-site inspections of new building construction or renovation projects of lead contaminated residential and multi-family homes to ensure contract and specification compliance or to conduct energy audits/quality control inspections. Work involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis.  Work is performed at residential properties and construction sites where incumbents may encounter dust, mud, noise, heights, hazardous materials,...",/careers/baltimorecity/classspecs/791005
17,42264,Construction Building Inspector II-DGS,"A Construction Building Inspector II-DGS conducts on-site inspections of new building construction or renovation projects of lead contaminated residential and multi-family homes to ensure contract and specification compliance or to conduct energy assessments.  Work involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis.  Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather conditions.  Work requires moderate physical...",/careers/baltimorecity/classspecs/1221529
17,72494,Construction Contract Administrator,A Construction Contract Administrator oversees a large volume of federally and state funded construction contracts and ensures that all reporting requirements are met. Work of this class involves supervising the activities of office support and contract administration personnel. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where normal working conditions are encountered. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/791006
17,42271,Construction Electrical Inspector I,"A Construction Electrical Inspector I conducts on-site inspections of electrical installations in new construction or renovation projects for contract and specification compliance. Work involves no supervisory duties or responsibilities. Incumbents in this class receive moderate supervision from a technical superior. Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis. Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather conditions. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is...",/careers/baltimorecity/classspecs/791007
18,42273,Construction Electrical Inspector I-DGS,"A Construction Electrical Inspector I-DGS conducts on-site inspections of electrical installations in new construction or renovation projects for contract and specification compliance.  Work involves no supervisory duties or responsibilities. Incumbents in this class receive moderate supervision from a technical superior.  Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis.  Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather conditions.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this...",/careers/baltimorecity/classspecs/1221531
18,42272,Construction Electrical Inspector II,"A Construction Electrical Inspector II conducts on-site inspections of complex electrical inspections in new construction or renovation projects for contract and specification compliance. Work involves no supervisory responsibilities. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis. Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather conditions. Work requires moderate physical exertion of long periods of standing and walking inspecting construction sites....",/careers/baltimorecity/classspecs/791008
18,42274,Construction Electrical Inspector II-DGS,"A Construction Electrical Inspector II-DGS conducts on-site inspections of complex electrical inspections in new construction or renovation projects for contract and specification compliance.  Work involves no supervisory responsibilities. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis.  Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather conditions.  Work requires moderate physical exertion of long periods of standing and walking inspecting construction sites....",/careers/baltimorecity/classspecs/1221532
18,42281,Construction Mechanical Inspector I,"A Construction Mechanical Inspector I conducts on-site inspections of mechanical installations in new construction or renovation projects for contract and specification compliance. Work involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis. Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights, and inclement weather conditions. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished...",/careers/baltimorecity/classspecs/791009
18,42283,Construction Mechanical Inspector I-DGS,"A Construction Mechanical Inspector I-DGS conducts on-site inspections of mechanical installations in new construction or renovation projects for contract and specification compliance.  Work involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior.  Employees in this class work a conventional workweek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis.  Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights, and inclement weather conditions.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is...",/careers/baltimorecity/classspecs/1221533
18,42282,Construction Mechanical Inspector II,"A Construction Mechanical Inspector II conducts on-site inspections of complex mechanical installations in new construction or renovation projects for contract and specification compliance. Work involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional work eek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis. Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from...",/careers/baltimorecity/classspecs/791010
18,42284,Construction Mechanical Inspector II-DGS,"A Construction Mechanical Inspector II-DGS conducts on-site inspections of complex mechanical installations in new construction or renovation projects for contract and specification compliance.  Work involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional work eek, but may be required to work evening, weekend and holiday hours on a 24-hour on-call basis.  Work is performed at construction sites where incumbents may encounter dust, mud, noise, heights and inclement weather.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is...",/careers/baltimorecity/classspecs/1221535
18,42221,Construction Project Supervisor I,"A Construction Project Supervisor I oversees the scheduling and inspection of one or more major construction projects and expedites the completion of contracted construction. Work of this class involves supervising inspection personnel. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office and at construction sites where there is occasional exposure to noise, hazardous equipment and extremes of weather. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Construction Project Supervisor II in that it...",/careers/baltimorecity/classspecs/791011
18,42222,Construction Project Supervisor II,"A Construction Project Supervisor II oversees and coordinates the implementation of all construction contracts assigned to a section. Work of this class involves directing inspection work units. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional work week. Work is performed primarily in an office where there are few uncomfortable working conditions; however, there is occasional exposure to noise, hazardous equipment and extremes of weather when at construction sites. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Construction Project...",/careers/baltimorecity/classspecs/791012
18,72411,Contract Administrator I,A Contract Administrator I coordinates contract documentation activities with contractors and ensures that contract document files are current and complete. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where there are few uncomfortable working conditions. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Contract Administrator II in that it involves the routine review of contract documents and the maintenance of current and...,/careers/baltimorecity/classspecs/791013
19,72412,Contract Administrator II,"A Contract Administrator II reviews, analyzes and verifies documents submitted by contractors and vendors and compiles reports required for the finalization of services, commodities or construction contracts. Work of this class involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior. Employees in this class work a con­ven­tional workweek. Work is performed primarily in an office where there are few uncomfortable work­ing conditions. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Contract Administrator I in that it involves the analysis...",/careers/baltimorecity/classspecs/791014
19,72416,Contract Administrator Supervisor,"A Contract Administrator Supervisor oversees and participates in the work of processing agency  construction and consultant contracts and serves as a liaison between internal and external government agencies, to ensure the expeditious processing of departmental requests to the Board of Estimates. Work of this class involves supervising Contract Administrator’s, office support and data entry personnel.  Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed primarily in an office where there are few uncomfortable working conditions. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK...",/careers/baltimorecity/classspecs/1102311
19,72496,Contract Officer,"A Contract Officer develops, implements, reviews and analyzes various contracts for community revitalization projects. Work of this class involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where normal working conditions are encountered. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/791016
19,72417,Contract Processing Supervisor,"A Contract Processing Supervisor oversees and participates in the work of processing agency service and consultant contracts and serves as a liaison between the agency and other city agencies, the Baltimore City Council and the Mayor's Office to ensure the expeditious processing of departmental requests to the Board of Estimates. Work of this class involves supervising office support and data entry personnel. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed primarily in an office where there are few uncomfortable working conditions. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE...",/careers/baltimorecity/classspecs/791017
19,33120,Control System Lead Operator,"A Control System Lead Operator assigns, reviews and participates in the work of others engaged in monitoring system operations, documenting and reporting system and equipment malfunctions. Work of this class involves leading support employees, but does not involve full supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical supervisor. Employees in this class may work a rotating shift which may include evenings, weekends and holidays and as required for emergencies and special events. Work is performed in an office where working conditions are normal. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/791018
19,33119,Control System Operator,"A Control System Operator observes computer and other display screens or electronic instruments for indicators or alarms signaling system or equipment malfunctions or required actions, and effects changes to address immediate problems or anticipated situations. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class may work a rotating shift which may include evenings, weekends and holidays and as required for emergencies and special events. Work is performed in an office setting where normal working conditions are encountered. Work requires minimal physical exertion. DISTINGUISHING...",/careers/baltimorecity/classspecs/791019
19,33105,Control System Operator Supervisor,"A Control System Operator Supervisor oversees and participates in the work of others engaged in monitoring system operations, documenting and reporting system and equipment malfunctions. Work of this class involves supervising traffic control system operator personnel. Incumbents receive general supervision from a technical supervisor. Employees in this class are responsible for overseeing all shifts of a 24/7 operation and therefore may work a rotating shift which may include evenings, weekends and holidays and as required for emergencies and special events. Work is performed in an office where working conditions are normal. Work requires minimal physical exertion. DISTINGUISHING FEATURES...",/careers/baltimorecity/classspecs/791020
19,51250,Cook (Day Care Center),A Cook (Day Care Center) plans menus and operates standard kitchen equipment in preparing and serving appetizing and nutritious meals for preschool children. Work of this class involves no supervisory duties. Incumbents receive moderate supervision from an administrative superior. Employees in this class work a conventional workweek. Work is performed in a food preparation and service area where incumbents are exposed to extremes of heat or cold and must exert moderate physical effort. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/791021
19,52555,Copy Center Supervisor,"A Copy Center Supervisor oversees and  coordinates the operations and activities of a work unit engaged in processing daily requests for printing, copying and finishing work on an assigned shift. Work of this class involves supervising print shop personnel. Incumbents receive general supervision from an administrative superior. Employees in the class work a rotating shift to include evening and weekend hours. Work is performed in a print shop where there is regular exposure to environmental hazards such as high noise levels. Work requires standing for long periods of time and lifting heavy packs of paper. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/791023
19,33216,Crime Laboratory Assistant,"A Crime Laboratory Assistant documents, monitors and coordinates forensic evidence processes. Work of this class involves no supervisory duties. Incumbents receive general supervision from a technical forensic superior.  Employees in this class work a conventional workweek.  Work is performed in an office, laboratory, or crime scene. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/860938
20,71121,Crime Laboratory Photographer,"A Crime Laboratory Photographer photographs evidence and documents and analyzes photographic material used in criminal proceedings. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in a laboratory and studio setting where such conditions as hot lights, noxious odors, extended periods of darkness and chemicals are encountered. Work requires moderate physical exertion necessary to move and position heavy and bulky photographic equipment and props. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/791024
20,71130,Crime Laboratory Technician I,"A Crime Laboratory Technician I learns to perform specialized crime laboratory work such as evidence detection, criminalistics, firearms, latent print examination or crime laboratory and crime scene photography. The work of this class involves no supervisory duties or responsibilities. Incumbents receive close supervision from a technical superior. Employees in this class work on a shift basis. Work is performed at crime locations where such conditions as the seasonal extremes of weather, dangerous City districts and violent or hostile individuals are encountered. Work requires moderate physical exertion necessary to lift and move large and heavy materials and objects from crime sites; may...",/careers/baltimorecity/classspecs/791027
20,71131,Crime Laboratory Technician II,"A Crime Laboratory Technician II investigates the scene of crimes and collects physical evidence for laboratory examination and court presentation. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work rotating shifts and are on-call 24 hours a day, seven days a week. Work is performed at crime locations where such conditions as the seasonal extremes of weather, dangerous City districts and violent or hostile individuals are encountered. Work requires moderate physical exertion necessary to lift and move large and heavy materials and objects from crime sites. DISTINGUISHING...",/careers/baltimorecity/classspecs/791028
20,71135,Crime Laboratory Technician Supervisor,"A Crime Laboratory Technician Supervisor supervises the collection and investigation of physical evidence from crime scenes for laboratory and court presentation. Work of this class involves supervising crime laboratory technician personnel. Incumbents receive general supervision from a technical superior. Employees in this class work rotating shifts and are on-call 24 hours a day, seven days a week. Work is performed at crime locations where such conditions as the seasonal extremes of weather, dangerous City districts and violent or hostile individuals are encountered. Work requires moderate physical exertion necessary to lift and move large and heavy materials and objects from crime sites....",/careers/baltimorecity/classspecs/791029
20,33837,Crime Record Technician,A Crime Record Technician recommends approval or denial of requests to expunge criminal records. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from an administrative superior. Employees in this class work a conventional workweek. Work is performed in an office setting where working conditions are normal. The work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/791030
20,34540,Crime Statistics Analyst,"The Crime Statistics Analyst compiles, calculates, validates, reviews and interprets crime data. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office or at data collections sites. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/791031
20,71118,Criminalist III Drug Analysis,"A Criminalist III Drug Analysis assigns, reviews and coordinates the work of criminalists in the chemical and physical laboratory analysis of drugs, unknown substances and evidence involved in crimes. Work of this class involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior. Employees in this class work a rotating shift and are on call 24 hours a day, seven days a week. Work is performed in a laboratory where there is exposure to toxic fumes and chemicals, unknown dangerous substances and sharp laboratory instruments. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is...",/careers/baltimorecity/classspecs/791035
20,71114,Criminalist Supervisor Drug Analysis,"A Criminalist Supervisor Drug Analysis supervises the analyses of unknown substances and evidence involved in crimes. Work of this class involves supervising the activities of criminalist personnel. Incumbents receive general supervision from a technical superior. Employees in this class work a rotating shift and are on call 24 hours a day, seven days a week. Work is performed in a laboratory where there is exposure to toxic fumes and chemicals, unknown dangerous substances and sharp laboratory instruments. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/791037
20,82190,Crossing Guard,A Crossing Guard ensures that children cross the street safely on their way to and from school. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work part-time and variable hours of work on school days only. Work is performed outdoors where there is regular exposure to traffic hazards and inclement weather. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/791039
20,82195,Crossing Guard Supervisor I,"A Crossing Guard Supervisor I ensures that school children are safeguarded from traffic hazards by coordinating the crossing guard operations in a geographical sector; overseeing coverage at designated intersections; conducting traffic surveys and investigating accidents. Work of this class involves supervising crossing guard personnel. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek, subject to evening, weekend and holiday hours as required. Work is performed in an office and on-site at street intersections where the employee may be exposed to inclement weather and traffic hazards. Work requires minimal physical...",/careers/baltimorecity/classspecs/791040
21,82196,Crossing Guard Supervisor II,"A Crossing Guard Supervisor II coordinates and directs personnel, site selection, scheduling, investigations and record management for the crossing guard operations of several sectors through subordinate supervisors. The work of this class involves directing the activities of office support and crossing guard work units. Incumbents receive general supervision from an administrative superior. Employees in this class work a conventional workweek, subject to evening, weekend and holiday hours as required. Work is performed in an office where there is no exposure to hazardous working or uncomfortable environmental conditions. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF...",/careers/baltimorecity/classspecs/791041
21,53121,Custodial Worker I,A Custodial Worker I cleans and maintains buildings and surrounding grounds. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work on a rotating shift and are subject to callback hours in emergencies. Work is performed primarily in building interiors where incumbents are exposed to toxic chemicals used in cleaning products with occasional exposure to inclement weather conditions when working on surrounding grounds. Some positions in the Health Department may be exposed to bio-medical waste material. Work requires moderate physical exertion. DISTINGUISHING FEATURES OF THE WORK The...,/careers/baltimorecity/classspecs/791042
21,53122,Custodial Worker II,"A Custodial Worker II leads and participates with other custodial workers in the cleaning and maintenance of buildings and surrounding grounds. Work of this class involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior. Employees in this class work on a rotating shift and are subject to callback hours in emergencies. Work is performed primarily in building interiors where there are no hazardous conditions; however, incumbents may occasionally be exposed to inclement weather conditions when working on surrounding grounds. Work requires moderate physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is...",/careers/baltimorecity/classspecs/791045
21,34260,Customer Care Account Specialist Adjuster I,"A Customer Care Account Specialist Adjuster I evaluates customer requests received by telephone, mail, fax, or in person at the customer counter for an adjustment to a water and/or sewer bill.  The work of this class involves assisting in making recommendations, for complex adjustments, cancellations, and corrections to customer accounts.  The work of this class involves no supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek.  Work is performed in an office where normal working conditions are encountered.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not...",/careers/baltimorecity/classspecs/1138807
21,34261,Customer Care Account Specialist Adjuster II,"A Customer Care Account Specialist Adjuster II evaluates complex customer requests received by telephone, mail, fax, or in person at the customer counter for an adjustment to a water and/or sewer bill.  The work of this class involves making recommendations, for complex adjustments, cancellations, and corrections to customer accounts.  Work of this class involves leading Customer Care Account Specialist Adjusters I, but does not involve full supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek.  Work is performed in an office where normal working conditions are encountered.  Work...",/careers/baltimorecity/classspecs/1138811
21,34262,Customer Care Account Specialist Adjuster Supervisor,A Customer Care Account Specialist Adjuster Supervisor directs and coordinates the operations and activities of a work unit engaged in processing billing adjustments to water/or and sewer accounts.  Work of this class involves supervising Customer Care Account Specialist Adjusters. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/1139030
21,34263,Customer Care Analyst I,"A Customer Care Analyst I learn to serve as a liaison between customers and City agencies.  The work of this class involves no supervisory duties or responsibilities. Incumbents receive close supervision from a technical superior.  Employees in this class work a conventional workweek.  Work is performed in an office where normal working conditions are encountered.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The Customer Care Analyst I is the entry-level for this classification.  Work at this level differs from the II and III levels only in the transactional complexity, customer service, and processes required to identify, address, and resolve complaints from...",/careers/baltimorecity/classspecs/1132824
21,34264,Customer Care Analyst II,"A Customer Care Analyst II serves as a liaison between customers and City agencies.  The work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior.  Employees in this class work a conventional workweek.  Work is performed in an office where normal working conditions are encountered.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The Customer Care Analyst II is the full performance level classification.  Work at this level differs from the I and III levels only in the transactional complexity, customer service, and processes required to identify, address and resolve complaints from...",/careers/baltimorecity/classspecs/1138658
21,34265,Customer Care Analyst III,"A Customer Care Analyst III serves as a liaison between customers and City agencies.  The work of this class involves making recommendations, for complex adjustments, cancellations, and corrections to customer accounts.  Work of this class may involve leading Customer Care Analyst I and II's, but does not involve full supervisory duties or responsibilities. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek.  Work is performed in an office where normal working conditions are encountered.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The Customer Care Analyst III is the experienced level for...",/careers/baltimorecity/classspecs/1138660
21,34266,Customer Care Analyst Supervisor,"A Customer Care Analyst Supervisor directs and coordinates the operations and activities of a work unit engaged in processing billing adjustments for City provided services.  Work of this class involves supervising Customer Care Analysts. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek.  Work is performed in an office where working conditions are normal.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Customer Care Analyst III, in that it involves supervising Customer Care Analysts. Assigning and reviewing work of others and...",/careers/baltimorecity/classspecs/1138661
22,34267,Customer Care Analyst Supervisor II,"A Customer Care Analyst Supervisor II through subordinate supervisors manages and directs the operations and activities of a work unit engaged in processing billing adjustments for City provided services.  Work of this class involves supervising Customer Care Analysts Supervisors and Analysts. Incumbents receive general supervision from an administrative superior.  Employees in this class work a conventional workweek.  Work is performed in an office where working conditions are normal.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Customer Care Analyst Supervisor I, in that it involves...",/careers/baltimorecity/classspecs/1147217
22,33113,Data Entry Operator III,"A Data Entry Operator III assigns and reviews the work of subordinate data entry operators. Work of this class involves no supervisory responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class may be required to work rotating shifts to provide evening ,  night and weekend coverage. Work is performed in an office where employees may be exposed to minor physical discomforts associated with video display terminals. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK The work of this class is distinguished from that of the class of Data Entry Operator II in that it involves the performance of lead work.",/careers/baltimorecity/classspecs/791050
22,33102,Database Specialist,"A Database Specialist develops, maintains, administers, and implements modifications to database management systems. May Supervise. Incumbents receive general supervision from a technical superior.  Employees in this class work a conventional workweek and are subject to 24-hour callback as required for emergencies.  Work is performed in an office where there is no exposure to uncomfortable or hazardous working conditions.  Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.",/careers/baltimorecity/classspecs/791053
22,82146,Day Care Program Director,A Day Care Program Director plans and directs the activities of a child day care program. Work of this class involves supervising day care program staff. Incumbents receive general supervision from an administrative superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal and may involve visits to day care center sites. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/791054
22,62425,Dental Assistant (Board Qualified),A Dental Assistant  (Board Qualified) assists dental professionals and staff in the examination and treatment of patients and in the administration of a dental program. Work of this class involves no supervisory duties or responsibilities. Incumbents receive moderate supervision from a technical superior. Employees in this class work a conventional workweek. Work is performed in an office where working conditions are normal. Work requires minimal physical exertion. DISTINGUISHING FEATURES OF THE WORK Not Applicable.,/careers/baltimorecity/classspecs/791056
